positionId,positionName,committeeId,committeeName,schoolId,schoolName,,,,,,In DB,,,,school,,,,
350,Panama,100,United Nations Office on Drugs and Crime,92,Stevenson High School,,,,,,,,,,,,,,
339,Ireland,100,United Nations Office on Drugs and Crime,92,Stevenson High School,,,,,,,,,,,,,,
837,Ukranian Soviet Socialist Republic,115,27th Congress of the Communist Party of the Soviet Union (1986),85,stuyvesant,,,,,,,,,,,,,,
839,Russian Soviet Federative Socialist Republic,115,27th Congress of the Communist Party of the Soviet Union (1986),85,stuyvesant,,,,,,,,,,,,,,
565,United States,95,Accelerando 2030,85,stuyvesant,,,,,,,,,,,,,,
591,Position 4,81,Ad-Hoc,85,stuyvesant,,,,,,,,,,,,,,
9,Cote d'Ivoire,109,African Union,85,stuyvesant,,,,,,,,,,,,,,
21,Mozambique,109,African Union,85,stuyvesant,,,,,,,,,,,,,,
197,Libya,104,Arab League,85,stuyvesant,,,,,,,,,,,,,,
198,Mauritania,104,Arab League,85,stuyvesant,,,,,,,,,,,,,,
558,"John McDonnell, Shadow Chancellor of the Exchequer",93,Brexit,85,stuyvesant,,,,,,,,,,,,,,
539,Robert Dole - Kansas,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),85,stuyvesant,,,,,,,,,,,,,,
510,Augustine Robespierre,80,Estates General (1789),85,stuyvesant,,,,,,,,,,,,,,
487,William Randolph Hearst,82,Mexican Constitutional Congress (1917),85,stuyvesant,,,,,,,,,,,,,,
464,Ward 1: Councilman Charles Murphy,78,Providence City Council (1975),85,stuyvesant,,,,,,,,,,,,,,
650,Duanqing Pei,86,Second International Summit on Human Genome Editing (2018),85,stuyvesant,,,,,,,,,,,,,,
645,David Liu,86,Second International Summit on Human Genome Editing (2018),85,stuyvesant,,,,,,,,,,,,,,
710,France,85,UN Climate Change Conference (2020),85,stuyvesant,,,,,,,,,,,,,,
727,Indonesia,85,UN Climate Change Conference (2020),85,stuyvesant,,,,,,,,,,,,,,
254,Brazil,107,UN Women,85,stuyvesant,,,,,,,,,,,,,,
264,Ukraine,107,UN Women,85,stuyvesant,,,,,,,,,,,,,,
109,Vietnam,110,United Nations High Commissioner for Refugees,85,stuyvesant,,,,,,,,,,,,,,
113,Bahrain,110,United Nations High Commissioner for Refugees,85,stuyvesant,,,,,,,,,,,,,,
92,Spain,98,United Nations Human Rights Council,85,stuyvesant,,,,,,,,,,,,,,
85,Lithuania,98,United Nations Human Rights Council,85,stuyvesant,,,,,,,,,,,,,,
293,Kenya,106,United Nations International Children’s Emergency Fund,85,stuyvesant,,,,,,,,,,,,,,
288,Romania,106,United Nations International Children’s Emergency Fund,85,stuyvesant,,,,,,,,,,,,,,
351,Philipines,100,United Nations Office on Drugs and Crime,85,stuyvesant,,,,,,,,,,,,,,
335,Egypt,100,United Nations Office on Drugs and Crime,85,stuyvesant,,,,,,,,,,,,,,
131,USA,96,World Health Organization,85,stuyvesant,,,,,,,,,,,,,,
130,United Kingdom,96,World Health Organization,85,stuyvesant,,,,,,,,,,,,,,
132,China,96,World Health Organization,85,stuyvesant,,,,,,,,,,,,,,
238,Angola,107,UN Women,91,Tahanto Regional High School,,,,,,,,,,,,,,
248,India,107,UN Women,91,Tahanto Regional High School,,,,,,,,,,,,,,
105,Chile,110,United Nations High Commissioner for Refugees,91,Tahanto Regional High School,,,,,,,,,,,,,,
111,Qatar,110,United Nations High Commissioner for Refugees,91,Tahanto Regional High School,,,,,,,,,,,,,,
138,Cuba,96,World Health Organization,91,Tahanto Regional High School,,,,,,,,,,,,,,
148,Trinidad and Tobago ,96,World Health Organization,91,Tahanto Regional High School,,,,,,,,,,,,,,
828,Estonian Soviet Socialist Republic,115,27th Congress of the Communist Party of the Soviet Union (1986),86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
830,Kazakh Soviet Socialist Republic,115,27th Congress of the Communist Party of the Soviet Union (1986),86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
4,Burundi ,109,African Union,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
22,Niger,109,African Union,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
208,The United Arab Emirates,104,Arab League,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
202,Qatar,104,Arab League,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
498,Charles Alexandre de Calonne,80,Estates General (1789),86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
641,Emmanuelle Charpentier,86,Second International Summit on Human Genome Editing (2018),86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
659,Paula Amato,86,Second International Summit on Human Genome Editing (2018),86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
450,USA,111,Special Political and Decolonization Committee,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
451,France,111,Special Political and Decolonization Committee,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
240,Cameroon,107,UN Women,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
259,Trinidad and Tobago,107,UN Women,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
228,Ireland,102,United Nations Environmental Programme,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
215,Algeria,102,United Nations Environmental Programme,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
124,Lithuania,110,United Nations High Commissioner for Refugees,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
103,France,110,United Nations High Commissioner for Refugees,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
71,USA,98,United Nations Human Rights Council,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
72,China,98,United Nations Human Rights Council,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
291,Indonesia,106,United Nations International Children’s Emergency Fund,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
272,Czechia ,106,United Nations International Children’s Emergency Fund,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
331,China,100,United Nations Office on Drugs and Crime,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
330,USA,100,United Nations Office on Drugs and Crime,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
158,Afghanistan,96,World Health Organization,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
133,France,96,World Health Organization,86,The Abraham Joshua Heschel School,,,,,,,,,,,,,,
831,Kirgiz Soviet Socialist Republic,115,27th Congress of the Communist Party of the Soviet Union (1986),96,The Bronx High School of Science,,,,,,,,,,,,,,
829,Georgian Soviet Socialist Republic,115,27th Congress of the Communist Party of the Soviet Union (1986),96,The Bronx High School of Science,,,,,,,,,,,,,,
567,People's Republic of China,95,Accelerando 2030,96,The Bronx High School of Science,,,,,,,,,,,,,,
590,Position 3,81,Ad-Hoc,96,The Bronx High School of Science,,,,,,,,,,,,,,
561,"Ian Blackford, Leader of the Scottish National Party in the House of Commons",93,Brexit,96,The Bronx High School of Science,,,,,,,,,,,,,,
541,Alan Simpson - Wyoming,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),96,The Bronx High School of Science,,,,,,,,,,,,,,
523,Vincent Oge,80,Estates General (1789),96,The Bronx High School of Science,,,,,,,,,,,,,,
784,Friedrich Christoph Dahlmann,113,Frankfurt Parliament (1848),96,The Bronx High School of Science,,,,,,,,,,,,,,
788,Johann Droysen,113,Frankfurt Parliament (1848),96,The Bronx High School of Science,,,,,,,,,,,,,,
392,Turkey,105,GA Plenary,96,The Bronx High School of Science,,,,,,,,,,,,,,
381,Thailand,105,GA Plenary,96,The Bronx High School of Science,,,,,,,,,,,,,,
492,Adolfo de la Huerta,82,Mexican Constitutional Congress (1917),96,The Bronx High School of Science,,,,,,,,,,,,,,
770,new Zealand,92,Pacific Island Leaders Meeting (2018),96,The Bronx High School of Science,,,,,,,,,,,,,,
780,French Polynesia,92,Pacific Island Leaders Meeting (2018),96,The Bronx High School of Science,,,,,,,,,,,,,,
651,Matthew Porteus,86,Second International Summit on Human Genome Editing (2018),96,The Bronx High School of Science,,,,,,,,,,,,,,
661,Ames Dhai,86,Second International Summit on Human Genome Editing (2018),96,The Bronx High School of Science,,,,,,,,,,,,,,
628,John Michael Clancy,77,The Gilded Age (1892),96,The Bronx High School of Science,,,,,,,,,,,,,,
627,James McMillan,77,The Gilded Age (1892),96,The Bronx High School of Science,,,,,,,,,,,,,,
754,Iwane Matsui (Japan),94,Tokyo Trials (1946-48),96,The Bronx High School of Science,,,,,,,,,,,,,,
757,Radhabinod Pal (India),94,Tokyo Trials (1946-48),96,The Bronx High School of Science,,,,,,,,,,,,,,
709,United Kingdom,85,UN Climate Change Conference (2020),96,The Bronx High School of Science,,,,,,,,,,,,,,
722,Sudan,85,UN Climate Change Conference (2020),96,The Bronx High School of Science,,,,,,,,,,,,,,
320,Saudia Arabia,103,United Nations Economic and Social Council,96,The Bronx High School of Science,,,,,,,,,,,,,,
310,Madagascar,103,United Nations Economic and Social Council,96,The Bronx High School of Science,,,,,,,,,,,,,,
129,Romania,110,United Nations High Commissioner for Refugees,96,The Bronx High School of Science,,,,,,,,,,,,,,
127,Poland,110,United Nations High Commissioner for Refugees,96,The Bronx High School of Science,,,,,,,,,,,,,,
357,Cuba,100,United Nations Office on Drugs and Crime,96,The Bronx High School of Science,,,,,,,,,,,,,,
345,Mexico,100,United Nations Office on Drugs and Crime,96,The Bronx High School of Science,,,,,,,,,,,,,,
18,Madagascar,109,African Union,147,The Rimun Group,,,,,,,,,,,,,,
37,Senegal,109,African Union,147,The Rimun Group,,,,,,,,,,,,,,
811,Jeffrey M. Blackburn,91,Amazon Board of Directors (2019),147,The Rimun Group,,,,,,,,,,,,,,
814,Jeffrey A. Wilke,91,Amazon Board of Directors (2019),147,The Rimun Group,,,,,,,,,,,,,,
199,Morocco,104,Arab League,147,The Rimun Group,,,,,,,,,,,,,,
206,Syria,104,Arab League,147,The Rimun Group,,,,,,,,,,,,,,
691,Ambassador Sottocorno,88,Congress of Lutsk (1429) ,147,The Rimun Group,,,,,,,,,,,,,,
696,Ambassador Abdullah,88,Congress of Lutsk (1429) ,147,The Rimun Group,,,,,,,,,,,,,,
631,Peru,84,Congress of Panama (1826),147,The Rimun Group,,,,,,,,,,,,,,
634,Chile,84,Congress of Panama (1826),147,The Rimun Group,,,,,,,,,,,,,,
58,Mexico ,97,Disarmament and International Security Committee,147,The Rimun Group,,,,,,,,,,,,,,
50,Ivory Coast,97,Disarmament and International Security Committee,147,The Rimun Group,,,,,,,,,,,,,,
160,Austria,99,European Union,147,The Rimun Group,,,,,,,,,,,,,,
781,Carl Joseph Anton Mittermaier,113,Frankfurt Parliament (1848),147,The Rimun Group,,,,,,,,,,,,,,
790,Karl Vogt,113,Frankfurt Parliament (1848),147,The Rimun Group,,,,,,,,,,,,,,
801,mali,112,Organization of African Unity (1963),147,The Rimun Group,,,,,,,,,,,,,,
805,Guinea Conakry,112,Organization of African Unity (1963),147,The Rimun Group,,,,,,,,,,,,,,
768,Republic of Marshall Islands,92,Pacific Island Leaders Meeting (2018),147,The Rimun Group,,,,,,,,,,,,,,
764,Cook Islands,92,Pacific Island Leaders Meeting (2018),147,The Rimun Group,,,,,,,,,,,,,,
737,Houari Boumediène,89,Post-Colonial Algeria (1962),147,The Rimun Group,,,,,,,,,,,,,,
738,Djamila Boupacha ,89,Post-Colonial Algeria (1962),147,The Rimun Group,,,,,,,,,,,,,,
856,Le Monde 2,83,Press Corps (2019),147,The Rimun Group,,,,,,,,,,,,,,
846,Sydney Morning Herald 1,83,Press Corps (2019),147,The Rimun Group,,,,,,,,,,,,,,
658,Sivaprakash Ramalingam,86,Second International Summit on Human Genome Editing (2018),147,The Rimun Group,,,,,,,,,,,,,,
644,Feng Zhang,86,Second International Summit on Human Genome Editing (2018),147,The Rimun Group,,,,,,,,,,,,,,
751,Delfin Jaranilla (Philippines),94,Tokyo Trials (1946-48),147,The Rimun Group,,,,,,,,,,,,,,
728,Peru,85,UN Climate Change Conference (2020),147,The Rimun Group,,,,,,,,,,,,,,
29,Tanzania,109,African Union,90,Vermont Commons School,,,,,,,,,,,,,,
499,Charles Gaspard Elisabeth Joseph de Bailly,80,Estates General (1789),90,Vermont Commons School,,,,,,,,,,,,,,
365,South Korea,105,GA Plenary,90,Vermont Commons School,,,,,,,,,,,,,,
453,United Kingdom,111,Special Political and Decolonization Committee,90,Vermont Commons School,,,,,,,,,,,,,,
448,Russian Federation,111,Special Political and Decolonization Committee,90,Vermont Commons School,,,,,,,,,,,,,,
718,Solomon Islands,85,UN Climate Change Conference (2020),90,Vermont Commons School,,,,,,,,,,,,,,
704,Saudi Arabia,85,UN Climate Change Conference (2020),90,Vermont Commons School,,,,,,,,,,,,,,
241,Ghana,107,UN Women,90,Vermont Commons School,,,,,,,,,,,,,,
255,Chile,107,UN Women,90,Vermont Commons School,,,,,,,,,,,,,,
101,USA,110,United Nations High Commissioner for Refugees,90,Vermont Commons School,,,,,,,,,,,,,,
81,Libya,98,United Nations Human Rights Council,90,Vermont Commons School,,,,,,,,,,,,,,
84,Latvia,98,United Nations Human Rights Council,90,Vermont Commons School,,,,,,,,,,,,,,
277,Greece,106,United Nations International Children’s Emergency Fund,90,Vermont Commons School,,,,,,,,,,,,,,
292,India,106,United Nations International Children’s Emergency Fund,90,Vermont Commons School,,,,,,,,,,,,,,
347,Myanmar,100,United Nations Office on Drugs and Crime,90,Vermont Commons School,,,,,,,,,,,,,,
334,Djibouti,100,United Nations Office on Drugs and Crime,90,Vermont Commons School,,,,,,,,,,,,,,
145,Latvia,96,World Health Organization,90,Vermont Commons School,,,,,,,,,,,,,,
143,Ireland,96,World Health Organization,90,Vermont Commons School,,,,,,,,,,,,,,
587,Egypt,95,Accelerando 2030,124,Western Reserve Academy,,,,,,,,,,,,,,
602,Position 15,81,Ad-Hoc,124,Western Reserve Academy,,,,,,,,,,,,,,
5,Cameroon,109,African Union,124,Western Reserve Academy,,,,,,,,,,,,,,
39,Cape Verde,109,African Union,124,Western Reserve Academy,,,,,,,,,,,,,,
812,Andrew R. Jassy,91,Amazon Board of Directors (2019),124,Western Reserve Academy,,,,,,,,,,,,,,
810,Brian T. Olsavsky,91,Amazon Board of Directors (2019),124,Western Reserve Academy,,,,,,,,,,,,,,
550,"Greg Clark, Secretary of State for Business, Energy, and Industrial Strategy",93,Brexit,124,Western Reserve Academy,,,,,,,,,,,,,,
687,"King Erik of Norway, Sweden, and Denmark",88,Congress of Lutsk (1429) ,124,Western Reserve Academy,,,,,,,,,,,,,,
699,Ambassador Tankut,88,Congress of Lutsk (1429) ,124,Western Reserve Academy,,,,,,,,,,,,,,
633,Mexico,84,Congress of Panama (1826),124,Western Reserve Academy,,,,,,,,,,,,,,
61,Peru ,97,Disarmament and International Security Committee,124,Western Reserve Academy,,,,,,,,,,,,,,
480,Francisco “Pancho” Villa,82,Mexican Constitutional Congress (1917),124,Western Reserve Academy,,,,,,,,,,,,,,
684,Cynthia Davis,87,Seneca Falls Convention (1848),124,Western Reserve Academy,,,,,,,,,,,,,,
674,Charlotte Woodward,87,Seneca Falls Convention (1848),124,Western Reserve Academy,,,,,,,,,,,,,,
412,Indonesia,108,"United Nations Educational, Scientific, and Cultural Organization",124,Western Reserve Academy,,,,,,,,,,,,,,
399,Afghanistan,108,"United Nations Educational, Scientific, and Cultural Organization",124,Western Reserve Academy,,,,,,,,,,,,,,
826,Azerbaijan Soviet Socialist Republic,115,27th Congress of the Communist Party of the Soviet Union (1986),84,Westwood High School,,,,,,,,,,,,,,
573,Ethiopia,95,Accelerando 2030,84,Westwood High School,,,,,,,,,,,,,,
601,Position 14,81,Ad-Hoc,84,Westwood High School,,,,,,,,,,,,,,
540,Thad Cochran - Michigan,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),84,Westwood High School,,,,,,,,,,,,,,
515,Jean-Paul Rabaut Saint-Etienne,80,Estates General (1789),84,Westwood High School,,,,,,,,,,,,,,
472,Ward 9: Councilman Thomas Murray,78,Providence City Council (1975),84,Westwood High School,,,,,,,,,,,,,,
642,David Baltimore,86,Second International Summit on Human Genome Editing (2018),84,Westwood High School,,,,,,,,,,,,,,
761,Sir William Webb (Australia),94,Tokyo Trials (1946-48),84,Westwood High School,,,,,,,,,,,,,,
753,Douglas MacArthur (US),94,Tokyo Trials (1946-48),84,Westwood High School,,,,,,,,,,,,,,
716,Maldives,85,UN Climate Change Conference (2020),84,Westwood High School,,,,,,,,,,,,,,
266,China,107,UN Women,84,Westwood High School,,,,,,,,,,,,,,
253,Hungary,107,UN Women,84,Westwood High School,,,,,,,,,,,,,,
137,Botswana,96,World Health Organization,84,Westwood High School,,,,,,,,,,,,,,
156,Liberia,96,World Health Organization,84,Westwood High School,,,,,,,,,,,,,,
579,Iran,95,Accelerando 2030,93,Wheeler,,,,,,,,,,,,,,
514,Jean Paul Marat,80,Estates General (1789),93,Wheeler,,,,,,,,,,,,,,
395,Afghanistan,105,GA Plenary,93,Wheeler,,,,,,,,,,,,,,
373,Argentina,105,GA Plenary,93,Wheeler,,,,,,,,,,,,,,
766,Fiji,92,Pacific Island Leaders Meeting (2018),93,Wheeler,,,,,,,,,,,,,,
774,Samoa,92,Pacific Island Leaders Meeting (2018),93,Wheeler,,,,,,,,,,,,,,
662,Mohammed Ghaly,86,Second International Summit on Human Genome Editing (2018),93,Wheeler,,,,,,,,,,,,,,
656,Julian Savulescu,86,Second International Summit on Human Genome Editing (2018),93,Wheeler,,,,,,,,,,,,,,
462,Papua New Guinea,111,Special Political and Decolonization Committee,93,Wheeler,,,,,,,,,,,,,,
447,Syria,111,Special Political and Decolonization Committee,93,Wheeler,,,,,,,,,,,,,,
721,mali,85,UN Climate Change Conference (2020),93,Wheeler,,,,,,,,,,,,,,
708,india,85,UN Climate Change Conference (2020),93,Wheeler,,,,,,,,,,,,,,
263,South Africa,107,UN Women,93,Wheeler,,,,,,,,,,,,,,
315,People's Republic of China,103,United Nations Economic and Social Council,93,Wheeler,,,,,,,,,,,,,,
112,Somalia,110,United Nations High Commissioner for Refugees,93,Wheeler,,,,,,,,,,,,,,
104,Russian Federation,110,United Nations High Commissioner for Refugees,93,Wheeler,,,,,,,,,,,,,,
342,Lithuania,100,United Nations Office on Drugs and Crime,93,Wheeler,,,,,,,,,,,,,,
329,United Kingdom,100,United Nations Office on Drugs and Crime,93,Wheeler,,,,,,,,,,,,,,
577,Ukraine,95,Accelerando 2030,99,Wyoming Seminary,,,,,,,,,,,,,,
556,"Jeremy Corbyn, Leader of the opposition, Leader of the Labour Party",93,Brexit,99,Wyoming Seminary,,,,,,,,,,,,,,
532,Patsy Takemoto Mink - Hawaii,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),99,Wyoming Seminary,,,,,,,,,,,,,,
517,Madame Roland,80,Estates General (1789),99,Wyoming Seminary,,,,,,,,,,,,,,
390,Italy,105,GA Plenary,99,Wyoming Seminary,,,,,,,,,,,,,,
388,Ecuador,105,GA Plenary,99,Wyoming Seminary,,,,,,,,,,,,,,
483,"José Mora y del Rio, Archbishop of Mexico",82,Mexican Constitutional Congress (1917),99,Wyoming Seminary,,,,,,,,,,,,,,
807,Algeria,112,Organization of African Unity (1963),99,Wyoming Seminary,,,,,,,,,,,,,,
847,Yomiuri Shimbun 1,83,Press Corps (2019),99,Wyoming Seminary,,,,,,,,,,,,,,
843,The Guardian 1,83,Press Corps (2019),99,Wyoming Seminary,,,,,,,,,,,,,,
750,Emperor Hirohito (Japan),94,Tokyo Trials (1946-48),99,Wyoming Seminary,,,,,,,,,,,,,,
756,Ivan Michyevich Zaryanov (Soviet Union),94,Tokyo Trials (1946-48),99,Wyoming Seminary,,,,,,,,,,,,,,
324,Thailand,103,United Nations Economic and Social Council,99,Wyoming Seminary,,,,,,,,,,,,,,
312,Morocco,103,United Nations Economic and Social Council,99,Wyoming Seminary,,,,,,,,,,,,,,
123,Latvia,110,United Nations High Commissioner for Refugees,99,Wyoming Seminary,,,,,,,,,,,,,,
120,Libya,110,United Nations High Commissioner for Refugees,99,Wyoming Seminary,,,,,,,,,,,,,,
337,Lebanon,100,United Nations Office on Drugs and Crime,99,Wyoming Seminary,,,,,,,,,,,,,,
157,Pakistan,96,World Health Organization,99,Wyoming Seminary,,,,,,,,,,,,,,
578,Israel,95,Accelerando 2030,87,Xaverian Brothers High School,,,,,,,,,,,,,,
544,Olympia Snowe - Maine,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),87,Xaverian Brothers High School,,,,,,,,,,,,,,
505,Jacques Pierre Brissot,80,Estates General (1789),87,Xaverian Brothers High School,,,,,,,,,,,,,,
767,Kiribati,92,Pacific Island Leaders Meeting (2018),87,Xaverian Brothers High School,,,,,,,,,,,,,,
771,Niue,92,Pacific Island Leaders Meeting (2018),87,Xaverian Brothers High School,,,,,,,,,,,,,,
649,Xiaomei Zhai,86,Second International Summit on Human Genome Editing (2018),87,Xaverian Brothers High School,,,,,,,,,,,,,,
654,Kazuto Kato,86,Second International Summit on Human Genome Editing (2018),87,Xaverian Brothers High School,,,,,,,,,,,,,,
714,Netherlands,85,UN Climate Change Conference (2020),87,Xaverian Brothers High School,,,,,,,,,,,,,,
725,Brazil,85,UN Climate Change Conference (2020),87,Xaverian Brothers High School,,,,,,,,,,,,,,
244,Rwanda,107,UN Women,87,Xaverian Brothers High School,,,,,,,,,,,,,,
247,Bangladesh,107,UN Women,87,Xaverian Brothers High School,,,,,,,,,,,,,,
150,Saudi Arabia,96,World Health Organization,87,Xaverian Brothers High School,,,,,,,,,,,,,,